,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,MiscFeature,SaleType,SaleCondition,OverallCond,GarageArea_x,TotalBsmtSF_x,BsmtFinSF1_x,OverallQual,GrLivArea,GarageCars,GarageArea_y,TotalBsmtSF_y,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,BsmtFinSF1_y,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,HalfBath,LotArea,BsmtFullBath,BsmtUnfSF
667,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,575,1408,1138,6,1679,2,575,1408,1679,2,7,1994,1998,1994.0,258.0,1,1138,65.0,224,0,42,0,8125,1,270
668,RL,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,GasA,Gd,Y,SBrkr,TA,Min2,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,576,1188,988,5,1437,2,576,1188,1437,1,6,1956,1987,1999.0,0.0,1,988,77.88235294117645,304,0,0,1,14175,1,200
669,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,GasA,Ex,Y,SBrkr,Fa,Typ,Detchd,Unf,TA,Fa,Y,0,WD,Normal,5,252,700,0,4,1180,1,252,700,1180,1,5,1922,1950,1922.0,0.0,1,0,80.0,0,0,0,0,11600,0,700
670,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,540,738,193,6,1476,2,540,738,738,2,7,2005,2005,2005.0,0.0,0,193,64.0,100,738,35,1,8633,1,545
671,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,GasA,TA,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,300,672,551,6,1369,1,300,672,697,2,6,1925,1950,1930.0,0.0,0,551,54.0,147,672,0,0,6629,1,121
672,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,Gd,TA,CBlock,Gd,TA,No,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,6,546,1208,767,6,1208,2,546,1208,1208,1,6,1977,1977,1977.0,0.0,1,767,83.05882352941177,198,0,42,1,11250,1,441
673,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,PConc,TA,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,7,416,1477,1186,6,1839,2,416,1477,1839,2,7,1957,2004,1957.0,106.0,2,1186,110.0,0,0,87,0,14442,1,291
674,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,6,384,1136,892,6,1136,1,384,1136,1136,1,5,1965,1965,1965.0,0.0,1,892,80.0,426,0,0,0,9200,1,244
675,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,6,440,855,311,6,1441,2,440,855,855,2,7,1978,1978,1978.0,0.0,1,311,24.0,28,586,0,1,2289,0,544
676,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Stucco,None,TA,TA,BrkTil,TA,Fa,No,Unf,GasW,Fa,N,SBrkr,TA,Min2,2Types,Unf,Fa,Fa,N,0,WD,Normal,2,779,1095,0,4,1774,3,779,1095,1095,2,8,1900,1950,1920.0,0.0,0,0,60.0,0,679,0,0,9600,1,1095
677,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,Fa,Fa,N,0,WD,Normal,8,240,768,0,5,792,1,240,768,792,1,5,1924,2006,1924.0,0.0,0,0,52.0,316,0,0,0,9022,0,768
678,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,New,Partial,5,834,2046,0,8,2046,3,834,2046,2046,2,7,2008,2008,2008.0,464.0,1,0,80.0,322,0,82,1,11844,0,2046
679,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,572,988,827,5,988,2,572,988,988,1,5,1961,1961,1963.0,57.0,0,827,72.70588235294117,0,0,0,0,9945,1,161
680,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,264,923,543,6,923,1,264,923,923,2,5,1980,1980,1980.0,0.0,1,543,50.0,80,0,0,0,8012,0,261
681,RH,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Abnorml,5,281,793,182,5,1520,1,281,793,848,1,6,1932,2000,1968.0,0.0,0,182,55.0,0,672,0,0,4500,0,611
682,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,431,1291,1003,6,1291,2,431,1291,1291,1,6,1996,1997,1996.0,0.0,1,1003,34.0,307,0,0,0,2887,1,288
683,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,702,1626,1059,9,1668,3,702,1626,1668,2,7,2002,2002,2002.0,215.0,1,1059,90.0,257,0,45,0,11248,1,567
684,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,486,1195,0,7,1839,2,486,1195,1195,2,7,1998,1998,1998.0,30.0,0,0,58.0,0,644,81,1,16770,0,1195
685,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,CBlock,Gd,TA,Mn,GLQ,GasA,Gd,Y,SBrkr,Gd,Min1,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,577,1190,828,7,2090,2,577,1190,1190,2,6,1984,1984,1984.0,0.0,1,828,49.17647058823529,219,900,0,0,5062,1,180
686,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,New,Partial,6,578,874,0,7,1761,2,578,874,874,3,7,2007,2007,2007.0,0.0,0,0,84.0,144,887,105,0,10207,0,874
687,FV,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,480,551,239,7,1102,2,480,551,551,2,4,2004,2004,2004.0,0.0,0,239,58.470588235294116,0,551,60,1,5105,0,312
688,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,New,Partial,6,567,1419,945,8,1419,2,567,1419,1419,2,7,2007,2007,2007.0,0.0,1,945,60.0,140,0,0,0,8089,1,474
689,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,460,1362,20,6,1362,2,460,1362,1362,2,6,2005,2006,2005.0,256.0,1,20,61.0,192,0,28,0,7577,0,1342
690,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,420,848,697,6,848,2,420,848,848,1,3,2004,2004,2004.0,147.0,1,697,52.82352941176471,149,0,0,0,4426,1,151
691,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,WdShngl,HdBoard,HdBoard,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,6,832,2444,1455,10,4316,3,832,2444,2444,3,10,1994,1995,1994.0,1170.0,2,1455,104.0,382,1872,50,1,21535,0,989
692,RL,Pave,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,628,1210,965,7,2519,2,628,1210,1238,2,9,1989,1990,1989.0,293.0,2,965,42.0,320,1281,27,1,26178,1,245
693,RL,Pave,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Abnorml,6,326,1073,0,5,1073,1,326,1073,1073,1,4,1921,1968,1968.0,0.0,0,0,60.0,0,0,0,0,5400,0,1073
694,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,BrkTil,TA,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,576,927,0,5,1539,2,576,927,1067,1,5,1936,1950,1995.0,0.0,0,0,51.0,112,472,0,1,6120,0,927
695,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Gd,No,GLQ,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,6,551,1112,980,6,1137,2,551,1112,1137,2,5,1987,1987,1987.0,72.0,1,980,54.0,125,0,0,0,13811,1,92
696,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,CBlock,TA,TA,No,LwQ,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,7,205,616,616,5,616,1,205,616,616,1,4,1921,1950,1921.0,0.0,0,616,50.0,0,0,0,0,6000,0,0
697,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Ex,Gd,Mn,LwQ,GasA,Fa,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,7,308,980,210,5,1148,1,308,980,1148,1,6,1952,1952,1952.0,0.0,0,210,57.0,0,0,0,0,6420,0,219
698,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,8,336,894,553,5,894,1,336,894,894,1,5,1965,2009,1973.0,0.0,1,553,65.0,416,0,144,0,8450,1,224
699,FV,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,530,1391,16,7,1391,2,530,1391,1391,2,5,2004,2004,2004.0,0.0,0,16,59.0,156,0,158,0,4282,0,1375
700,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,765,1800,1274,8,1800,3,765,1800,1800,2,7,2002,2002,2002.0,630.0,1,1274,85.0,270,0,78,0,14331,1,526
701,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,COD,Normal,5,528,1164,0,7,1164,2,528,1164,1164,1,6,1969,1969,1969.0,168.0,0,0,80.0,0,0,0,1,9600,0,1164
702,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,Gd,No,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Y,0,New,Partial,5,666,1234,0,8,2576,3,666,1234,1264,2,10,2006,2006,2006.0,466.0,1,0,82.0,324,1312,100,1,12438,0,1234
703,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,N,0,WD,Normal,9,672,360,0,5,1812,2,672,360,1032,2,8,1900,1996,1999.0,0.0,1,0,76.0,344,780,0,0,7630,0,360
704,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,606,1473,712,7,1484,2,606,1473,1484,2,7,2004,2005,2004.0,109.0,0,712,70.0,0,0,35,0,8400,1,761
705,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,Hip,CompShg,VinylSd,Wd Shng,None,Fa,Fa,Slab,TA,Po,No,Unf,GasA,Fa,N,SBrkr,Fa,Mod,BuiltIn,Unf,TA,TA,N,0,WD,Normal,5,0,0,0,4,1092,0,0,0,372,2,7,1930,1950,1934.0,0.0,0,0,70.0,0,720,0,0,5600,0,0
706,RL,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,TA,Gd,GLQ,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,739,1643,1219,7,1824,2,739,1643,1824,2,5,1971,2002,1971.0,351.0,2,1219,114.23529411764706,380,0,48,0,115149,1,424
707,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,550,1324,863,8,1324,2,550,1324,1324,2,6,2006,2006,2006.0,176.0,1,863,48.0,192,0,38,0,6240,1,461
708,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,New,Partial,5,400,728,0,7,1456,2,400,728,728,2,8,2007,2007,2007.0,0.0,1,0,65.0,100,728,24,1,9018,0,728
709,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,PConc,TA,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Abnorml,7,408,876,0,5,904,1,408,876,904,1,6,1966,1966,1966.0,41.0,0,0,63.352941176470594,0,0,0,0,7162,0,876
710,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,CBlock,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Maj2,BuiltIn,Unf,Fa,Fa,N,0,WD,Normal,6,0,270,0,3,729,0,0,270,729,1,5,1935,2003,1947.0,0.0,0,0,56.0,0,0,0,0,4130,0,270
711,C (all),Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Stone,TA,TA,Mn,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,RFn,TA,TA,N,0,WD,Abnorml,7,384,859,0,4,1178,1,384,859,859,1,7,1900,1950,1964.0,0.0,0,0,66.0,68,319,0,0,8712,0,859
712,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,472,1228,767,8,1228,2,472,1228,1228,2,5,1988,1989,1988.0,0.0,1,767,40.0,168,0,120,0,4671,1,461
713,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,GasW,TA,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,576,960,789,4,960,2,576,960,960,1,6,1970,1970,1970.0,160.0,0,789,60.0,0,0,288,0,9873,1,171
714,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,8,475,725,533,6,1479,2,475,725,725,2,6,1976,2005,1976.0,289.0,0,533,73.94117647058823,0,754,44,1,13517,0,192
715,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,478,1064,0,6,1350,2,478,1064,1350,2,7,1974,1974,1974.0,174.0,1,0,78.0,0,0,0,0,10140,0,1064
716,RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,P,0,WD,Normal,8,704,718,0,7,2554,2,704,718,1576,1,8,1890,1998,1996.0,0.0,0,0,60.0,0,978,48,1,10800,0,718
717,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,BLQ,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,6,439,1176,1084,5,1178,2,439,1176,1178,1,5,1973,2000,1973.0,0.0,1,1084,80.0,224,0,0,1,10000,0,92
718,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,983,1311,1173,7,2418,3,983,1311,1325,2,9,1993,1994,1993.0,651.0,1,1173,96.0,250,1093,154,1,10542,1,138
719,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,6,300,971,523,5,971,1,300,971,971,1,5,1969,1969,1969.0,0.0,1,523,69.0,0,0,0,1,9920,0,448
720,RL,Pave,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,564,1742,1148,8,1742,2,564,1742,1742,2,5,1985,1985,1985.0,0.0,1,1148,55.352941176470594,114,0,28,0,6563,1,594
721,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,420,848,662,6,848,2,420,848,848,1,3,2004,2004,2004.0,169.0,0,662,52.82352941176471,160,0,0,0,4426,1,186
722,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,7,463,864,191,4,864,2,463,864,864,1,5,1970,1970,1994.0,0.0,0,191,70.0,0,0,0,0,8120,0,673
723,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,548,941,0,4,1470,1,548,941,997,2,7,1954,1972,1958.0,0.0,0,0,60.0,0,473,0,0,8172,0,941
724,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,768,1698,1234,9,1698,3,768,1698,1698,2,8,2007,2008,2007.0,340.0,1,1234,86.0,327,0,64,0,13286,1,464
725,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,1,WD,Normal,6,660,864,375,4,864,2,660,864,864,1,5,1970,1970,1989.0,0.0,0,375,60.0,96,0,0,0,6960,0,250
726,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,9,540,880,808,6,1680,2,540,880,1680,2,5,1988,2007,1988.0,260.0,1,808,96.94117647058823,292,0,44,0,21695,1,72
